Waldort,WE-Typ,U,I_A,W_S,SW,STOE,VTYP,UELH,UENH,VB
080C1,WO,0,0,0,0,0,0,0,0,0
080C2,WO,0,0,0,0,0,0,0,0,0
080D1,WO,0,0,0,0,0,0,0,0,0
080D2,WO,0,0,0,0,0,0,0,0,0
080D3,WO,0,0,0,0,0,0,0,0,0
080E1,WO,0,0,0,0,0,0,0,0,0
080E2,WO,0,0,0,0,0,0,0,0,0
080F1,WO,0,0,0,0,0,0,0,0,0
080F2,WO,0,0,0,0,0,0,0,0,0
08031,NG,0,0,0,0,0,0,0,0,0
08032,NG,0,0,0,0,0,0,0,0,0
081A1,WO,0,0,0,0,0,0,0,0,0
081A2,WO,0,0,0,0,0,0,0,0,0
081B1,WO,0,0,0,0,0,0,0,0,0
081B2,WO,0,0,0,0,0,0,0,0,0
081C0,WO,0,0,0,0,0,0,0,0,0
081D0,WO,0,0,0,0,0,0,0,0,0
081E0,WO,0,0,0,0,0,0,0,0,0
081F0,WO,0,0,0,0,0,0,0,0,0
081T0,WO,0,0,0,0,0,0,0,0,0
08131,NG,0,0,0,0,0,0,0,0,0
08132,NG,0,0,0,0,0,0,0,0,0
08141,NG,0,0,0,0,0,0,0,0,0
08142,NG,0,0,0,0,0,0,0,0,0
082A1,WO,0,0,0,0,0,0,0,0,0
082A2,WO,0,0,0,0,0,0,0,0,0
08231,NG,0,0,0,0,0,0,0,0,0
083A1,WO,0,0,0,0,0,0,0,0,0
083A2,WO,0,0,0,0,0,0,0,0,0
083A3,WO,0,0,0,0,0,0,0,0,0
083B1,WO,0,0,0,0,0,0,0,0,0
083B2,WO,0,0,0,0,0,0,0,0,0
083B3,WO,0,0,0,0,0,0,0,0,0
083C0,WO,0,0,0,0,0,0,0,0,0
083D1,WO,0,0,0,0,0,0,0,0,0
083D2,WO,0,0,0,0,0,0,0,0,0
083D3,WO,0,0,0,0,0,0,0,0,0
083D4,WO,0,0,0,0,0,0,0,0,0
08331,NG,0,0,0,0,0,0,0,0,0
08332,NG,0,0,0,0,0,0,0,0,0
08333,NG,0,0,0,0,0,0,0,0,0
084A1,WO,0,0,0,0,0,0,0,0,0
084A2,WO,0,0,0,0,0,0,0,0,0
084A3,WO,0,0,0,0,0,0,0,0,0
084B1,WO,0,0,0,0,0,0,0,0,0
084B2,WO,0,0,0,0,0,0,0,0,0
084B3,WO,0,0,0,0,0,0,0,0,0
084B4,WO,0,0,0,0,0,0,0,0,0
084C1,WO,0,0,0,0,0,0,0,0,0
084C2,WO,0,0,0,0,0,0,0,0,0
084D0,WO,0,0,0,0,0,0,0,0,0
084E1,WO,0,0,0,0,0,0,0,0,0
084E2,WO,0,0,0,0,0,0,0,0,0
084E3,WO,0,0,0,0,0,0,0,0,0
084F1,WO,0,0,0,0,0,0,0,0,0
084F2,WO,0,0,0,0,0,0,0,0,0
08431,NG,0,0,0,0,0,0,0,0,0
08432,NG,0,0,0,0,0,0,0,0,0
08433,NG,0,0,0,0,0,0,0,0,0
085A0,WO,0,0,0,0,0,0,0,0,0
085B1,WO,0,0,0,0,0,0,0,0,0
085B2,WO,0,0,0,0,0,0,0,0,0
085C0,WO,0,0,0,0,0,0,0,0,0
085D1,WO,0,0,0,0,0,0,0,0,0
085D2,WO,0,0,0,0,0,0,0,0,0
085E0,WO,0,0,0,0,0,0,0,0,0
085F1,WO,0,0,0,0,0,0,0,0,0
085F2,WO,0,0,0,0,0,0,0,0,0
085F3,WO,0,0,0,0,0,0,0,0,0
085F4,WO,0,0,0,0,0,0,0,0,0
08531,NG,0,0,0,0,0,0,0,0,0
08532,NG,0,0,0,0,0,0,0,0,0
08533,NG,0,0,0,0,0,0,0,0,0
08534,NG,0,0,0,0,0,0,0,0,0
08541,NG,0,0,0,0,0,0,0,0,0
086A1,WO,200,A,S,S,12,0,0,0,0
086A2,WO,0,0,0,0,0,0,0,0,0
086B1,WO,0,0,0,0,0,0,0,0,0
086B2,WO,0,0,0,0,0,0,0,0,0
086B3,WO,0,0,0,0,0,0,0,0,0
086C1,WO,0,0,0,0,0,0,0,0,0
086C2,WO,0,0,0,0,0,0,0,0,0
08631,NG,0,0,0,0,0,0,0,0,0
08632,NG,0,0,0,0,0,0,0,0,0
087A1,WO,200,A,S,S,0,0,0,0,0
087A2,WO,0,0,0,0,0,0,0,0,0
087B1,WO,0,0,0,0,0,0,0,0,0
087B2,WO,0,0,0,0,0,0,0,0,0
087B3,WO,0,0,0,0,0,0,0,0,0
087C1,WO,0,0,0,0,0,0,0,0,0
087C2,WO,0,0,0,0,0,0,0,0,0
087C3,WO,0,0,0,0,0,0,0,0,0
087D1,WO,0,0,0,0,0,0,0,0,0
087D2,WO,0,0,0,0,0,0,0,0,0
087E0,WO,0,0,0,0,0,0,0,0,0
087F0,WO,0,0,0,0,04,0,0,0,0
08731,NG,0,0,0,0,0,0,0,0,0
08732,NG,0,0,0,0,0,0,0,0,0
08733,NG,0,0,0,0,0,0,0,0,0
088A1,WO,0,0,0,0,0,0,0,0,0
088A2,WO,0,0,0,0,0,0,0,0,0
088A3,WO,0,0,0,0,0,0,0,0,0
088B1,WO,0,0,0,0,0,0,0,0,0
088B2,WO,0,0,0,0,0,0,0,0,0
088B3,WO,0,0,0,0,04,0,0,0,0
088C1,WO,0,0,0,0,0,0,0,0,0
088C2,WO,0,0,0,0,0,0,0,0,0
088C3,WO,0,0,0,0,0,0,0,0,0
08831,NG,0,0,0,0,0,0,0,0,0
08832,NG,0,0,0,0,0,0,0,0,0
089A1,WO,0,0,0,0,0,0,0,0,0
089A2,WO,0,0,0,0,0,0,0,0,0
089A3,WO,0,0,0,0,0,0,0,0,0
089B1,WO,0,0,0,0,0,0,0,0,0
089B2,WO,0,0,0,0,0,0,0,0,0
089B3,WO,0,0,0,0,0,0,0,0,0
089C1,WO,0,0,0,0,0,0,0,0,0
089C2,WO,0,0,0,0,0,0,0,0,0
089C3,WO,0,0,0,0,0,0,0,0,0
089C4,WO,0,0,0,0,0,0,0,0,0
089D0,WO,0,0,0,0,0,0,0,0,0
089E0,WO,0,0,0,0,0,0,0,0,0
089F0,WO,0,0,0,0,0,0,0,0,0
08931,NG,0,0,0,0,0,0,0,0,0
08932,NG,0,0,0,0,0,0,0,0,0
08941,NG,0,0,0,0,0,0,0,0,0
090A1,WO,0,0,0,0,0,0,0,0,0
090A2,WO,0,0,0,0,0,0,0,0,0
090B1,WO,0,0,0,0,0,0,0,0,0
090B2,WO,0,0,0,0,0,0,0,0,0
090B3,WO,0,0,0,0,0,0,0,0,0
090B4,WO,0,0,0,0,0,0,0,0,0
090B5,WO,0,0,0,0,0,0,0,0,0
090C1,WO,0,0,0,0,0,0,0,0,0
090C2,WO,0,0,0,0,0,0,0,0,0
090D0,WO,0,0,0,0,0,0,0,0,0
090E0,WO,0,0,0,0,0,0,0,0,0
090F1,WO,120,0,0,0,0,0,0,0,0
090F2,WO,0,0,0,0,0,0,0,0,0
090G0,WO,0,0,0,0,0,0,0,0,0
090H0,WO,0,0,0,0,0,0,0,0,0
090I1,WO,0,0,0,0,0,0,0,0,0
090I2,WO,0,0,0,0,0,0,0,0,0
090I3,WO,0,0,0,0,0,0,0,0,0
090J0,WO,0,0,0,0,0,0,0,0,0
09031,NG,0,0,0,0,0,0,0,0,0
09032,NG,0,0,0,0,0,0,0,0,0
09033,NG,0,0,0,0,0,0,0,0,0
09081,NG,0,0,0,0,0,0,0,0,0
091A1,WO,0,0,0,0,0,0,0,0,0
091A2,WO,0,0,0,0,0,0,0,0,0
091A3,WO,0,0,0,0,0,0,0,0,0
091B1,WO,0,0,0,0,0,0,0,0,0
091B2,WO,0,0,0,0,0,0,0,0,0
091B3,WO,0,0,0,0,0,0,0,0,0
091B4,WO,0,0,0,0,0,0,0,0,0
091B5,WO,0,0,0,0,0,0,0,0,0
091C1,WO,0,0,0,0,0,0,0,0,0
091C2,WO,0,0,0,0,0,0,0,0,0
091C3,WO,0,0,0,0,0,0,0,0,0
091C4,WO,0,0,0,0,0,0,0,0,0
091D0,WO,0,0,0,0,0,0,0,0,0
091E1,WO,120,0,0,0,0,0,0,0,0
091E2,WO,0,0,0,0,0,0,0,0,0
091F0,WO,120,0,0,0,0,0,0,0,0
09141,NG,0,0,0,0,0,0,0,0,0
092A1,WO,0,0,0,0,0,0,0,0,0
092A2,WO,0,0,0,0,0,0,0,0,0
092B0,WO,0,0,0,0,0,0,0,0,0
092C0,WO,0,0,0,0,0,0,0,0,0
092D0,WO,0,0,0,0,0,0,0,0,0
092E0,WO,0,0,0,0,0,0,0,0,0
092T0,WO,0,0,0,0,0,0,0,0,0
09231,NG,0,0,0,0,0,0,0,0,0
09241,NG,0,0,0,0,0,0,0,0,0
093A1,WO,0,0,0,0,0,0,0,0,0
093A2,WO,0,0,0,0,0,0,0,0,0
093A3,WO,0,0,0,0,0,0,0,0,0
093A4,WO,0,0,0,0,0,0,0,0,0
093B1,WO,0,0,0,0,0,0,0,0,0
093B2,WO,0,0,0,0,0,0,0,0,0
093B3,WO,0,0,0,0,0,0,0,0,0
093B4,WO,0,0,0,0,0,0,0,0,0
093C1,WO,0,0,0,0,0,0,0,0,0
093C2,WO,0,0,0,0,0,0,0,0,0
093C3,WO,0,0,0,0,0,0,0,0,0
093D1,WO,0,0,0,0,0,0,0,0,0
093D2,WO,0,0,0,0,0,0,0,0,0
093E1,WO,0,0,0,0,0,0,0,0,0
093E2,WO,0,0,0,0,0,0,0,0,0
093E3,WO,0,0,0,0,0,0,0,0,0
093E4,WO,0,0,0,0,0,0,0,0,0
093F0,WO,200,A,S,S,0,0,0,0,0
094A1,WO,0,0,0,0,0,0,0,0,0
094A2,WO,0,0,0,0,0,0,0,0,0
094A3,WO,0,0,0,0,0,0,0,0,0
094A4,WO,0,0,0,0,0,0,0,0,0
094A5,WO,0,0,0,0,0,0,0,0,0
094B1,WO,0,0,0,0,0,0,0,0,0
094B2,WO,0,0,0,0,0,0,0,0,0
094B3,WO,0,0,0,0,0,0,0,0,0
094C1,WO,0,0,0,0,0,0,0,0,0
094C2,WO,0,0,0,0,0,0,0,0,0
094C3,WO,0,0,0,0,0,0,0,0,0
094D1,WO,0,0,0,0,0,0,0,0,0
094D2,WO,0,0,0,0,0,0,0,0,0
094D3,WO,0,0,0,0,0,0,0,0,0
094E1,WO,0,0,0,0,0,0,0,0,0
094E2,WO,0,0,0,0,0,0,0,0,0
094T0,WO,0,0,0,0,0,0,0,0,0
09431,NG,0,0,0,0,0,0,0,0,0
09432,NG,0,0,0,0,0,0,0,0,0
09441,NG,0,0,0,0,0,0,0,0,0
09471,NG,0,0,0,0,0,0,0,0,0
095A1,WO,0,0,0,0,0,0,0,0,0
095A2,WO,0,0,0,0,0,0,0,0,0
095A3,WO,0,0,0,0,0,0,0,0,0
095B1,WO,0,0,0,0,0,0,0,0,0
095B2,WO,0,0,0,0,0,0,0,0,0
095B3,WO,0,0,0,0,0,0,0,0,0
095C1,WO,0,0,0,0,0,0,0,0,0
095C2,WO,0,0,0,0,0,0,0,0,0
095C3,WO,0,0,0,0,0,0,0,0,0
095C4,WO,0,0,0,0,0,0,0,0,0
095C5,WO,0,0,0,0,0,0,0,0,0
095C6,WO,0,0,0,0,0,0,0,0,0
095D1,WO,0,0,0,0,0,0,0,0,0
095D2,WO,0,0,0,0,0,0,0,0,0
095D3,WO,0,0,0,0,0,0,0,0,0
095D4,WO,0,0,0,0,0,0,0,0,0
09531,NG,0,0,0,0,0,0,0,0,0
096A1,WO,0,0,0,0,0,0,0,0,0
096A2,WO,0,0,0,0,0,0,0,0,0
096A3,WO,0,0,0,0,0,0,0,0,0
096A4,WO,0,0,0,0,0,0,0,0,0
096A5,WO,0,0,0,0,0,0,0,0,0
096A6,WO,0,0,0,0,0,0,0,0,0
096B1,WO,0,0,0,0,0,0,0,0,0
096B2,WO,0,0,0,0,0,0,0,0,0
096B3,WO,0,0,0,0,0,0,0,0,0
096B4,WO,0,0,0,0,0,0,0,0,0
096C1,WO,0,0,0,0,0,0,0,0,0
096C2,WO,0,0,0,0,0,0,0,0,0
096C3,WO,0,0,0,0,0,0,0,0,0
096C4,WO,0,0,0,0,0,0,0,0,0
096C5,WO,0,0,0,0,0,0,0,0,0
096C6,WO,0,0,0,0,0,0,0,0,0
096D1,WO,0,0,0,0,0,0,0,0,0
096D2,WO,0,0,0,0,0,0,0,0,0
096E1,WO,0,0,0,0,0,0,0,0,0
096E2,WO,0,0,0,0,0,0,0,0,0
096E3,WO,0,0,0,0,0,0,0,0,0
096F1,WO,0,0,0,0,0,0,0,0,0
096F2,WO,0,0,0,0,0,0,0,0,0
096F3,WO,0,0,0,0,0,0,0,0,0
096G0,WO,0,0,0,0,0,0,0,0,0
09631,NG,0,0,0,0,0,0,0,0,0
09641,NG,0,0,0,0,0,0,0,0,0
097A1,WO,0,0,0,0,0,0,0,0,0
097A2,WO,0,0,0,0,0,0,0,0,0
097A3,WO,0,0,0,0,0,0,0,0,0
097A4,WO,0,0,0,0,0,0,0,0,0
097B1,WO,0,0,0,0,72,0,0,0,0
097B2,WO,0,0,0,0,0,0,0,0,0
097B3,WO,0,0,0,0,0,0,0,0,0
097C1,WO,0,0,0,0,0,0,0,0,0
097C2,WO,0,0,0,0,0,0,0,0,0
098A1,WO,0,0,0,0,0,0,0,0,0
098A2,WO,0,0,0,0,0,0,0,0,0
098A3,WO,0,0,0,0,0,0,0,0,0
098A4,WO,0,0,0,0,0,0,0,0,0
098A5,WO,0,0,0,0,0,0,0,0,0
098B1,WO,0,0,0,0,0,0,0,0,0
098B2,WO,0,0,0,0,0,0,0,0,0
098B3,WO,0,0,0,0,0,0,0,0,0
098B4,WO,0,0,0,0,0,0,0,0,0
098C1,WO,0,0,0,0,0,0,0,0,0
098C2,WO,0,0,0,0,0,0,0,0,0
098C3,WO,0,0,0,0,0,0,0,0,0
098C4,WO,0,0,0,0,0,0,0,0,0
098D1,WO,140,0,0,0,0,0,0,0,0
098D2,WO,0,0,0,0,0,0,0,0,0
098D3,WO,0,0,0,0,0,0,0,0,0
098D4,WO,0,0,0,0,0,0,0,0,0
098D5,WO,0,0,0,0,0,0,0,0,0
098E1,WO,0,0,0,0,0,0,0,0,0
098E2,WO,0,0,0,0,0,0,0,0,0
098E3,WO,0,0,0,0,0,0,0,0,0
098E4,WO,0,0,0,0,0,0,0,0,0
098E5,WO,0,0,0,0,0,0,0,0,0
098F1,WO,0,0,0,0,0,0,0,0,0
098F2,WO,0,0,0,0,0,0,0,0,0
098F3,WO,0,0,0,0,0,0,0,0,0
098F4,WO,0,0,0,0,0,0,0,0,0
098G1,WO,0,0,0,0,0,0,0,0,0
098G2,WO,0,0,0,0,0,0,0,0,0
098H1,WO,0,0,0,0,0,0,0,0,0
098H2,WO,0,0,0,0,0,0,0,0,0
098H3,WO,0,0,0,0,0,0,0,0,0
09831,NG,0,0,0,0,0,0,0,0,0
09841,NG,0,0,0,0,0,0,0,0,0
09871,NG,0,0,0,0,0,0,0,0,0
099A0,WO,0,0,0,0,0,0,0,0,0
09951,NG,0,0,0,0,0,0,0,0,0
09952,NG,0,0,0,0,0,0,0,0,0
09991,NG,0,0,0,0,0,0,0,0,0
09992,NG,0,0,0,0,0,0,0,0,0
09993,NG,0,0,0,0,0,0,0,0,0
09994,NG,0,0,0,0,0,0,0,0,0
09995,NG,0,0,0,0,0,0,0,0,0
09996,NG,0,0,0,0,0,0,0,0,0
09997,NG,0,0,0,0,0,0,0,0,0
09998,NG,0,0,0,0,0,0,0,0,0
09999,NG,0,0,0,0,0,0,0,0,0
099910,NG,0,0,0,0,0,0,0,0,0
099911,NG,0,0,0,0,0,0,0,0,0
100A1,WO,0,0,0,0,0,0,0,0,0
100A2,WO,0,0,0,0,0,0,0,0,0
100A3,WO,0,0,0,0,0,0,0,0,0
100B1,WO,0,0,0,0,0,0,0,0,0
100B2,WO,0,0,0,0,0,0,0,0,0
100B3,WO,0,0,0,0,0,0,0,0,0
100B4,WO,0,0,0,0,0,0,0,0,0
100C1,WO,0,0,0,0,0,0,0,0,0
100C2,WO,0,0,0,0,0,0,0,0,0
100D1,WO,0,0,0,0,0,0,0,0,0
100D2,WO,0,0,0,0,0,0,0,0,0
100D3,WO,0,0,0,0,0,0,0,0,0
100D4,WO,0,0,0,0,0,0,0,0,0
100D5,WO,0,0,0,0,0,0,0,0,0
100E1,WO,0,0,0,0,0,0,0,0,0
100E2,WO,0,0,0,0,0,0,0,0,0
100E3,WO,0,0,0,0,0,0,0,0,0
100E4,WO,0,0,0,0,0,0,0,0,0
100E5,WO,0,0,0,0,0,0,0,0,0
100F1,WO,0,0,0,0,0,0,0,0,0
100F2,WO,0,0,0,0,0,0,0,0,0
10031,NG,0,0,0,0,0,0,0,0,0
10071,NG,0,0,0,0,0,0,0,0,0
101A1,WO,0,0,0,0,0,0,0,0,0
101A2,WO,0,0,0,0,0,0,0,0,0
101A3,WO,0,0,0,0,0,0,0,0,0
101A4,WO,0,0,0,0,0,0,0,0,0
101A5,WO,0,0,0,0,0,0,0,0,0
101A6,WO,0,0,0,0,0,0,0,0,0
101B0,WO,0,0,0,0,0,0,0,0,0
101C1,WO,140,I,W,0,0,0,0,0,0
101C2,WO,0,0,0,0,0,0,0,0,0
101D0,WO,0,0,0,0,0,0,0,0,0
101E0,WO,0,0,0,0,0,0,0,0,0
101F0,WO,0,0,0,0,0,0,0,0,0
101G1,WO,0,0,0,0,0,0,0,0,0
101G2,WO,0,0,0,0,0,0,0,0,0
101G3,WO,0,0,0,0,0,0,0,0,0
101H1,WO,0,0,0,0,0,0,0,0,0
101H2,WO,0,0,0,0,0,0,0,0,0
101I0,WO,0,0,0,0,0,0,0,0,0
101J0,WO,0,I,S,S,0,0,0,0,0
101K0,WO,0,0,0,0,0,0,0,0,0
101L1,WO,0,0,0,0,0,0,0,0,0
101L2,WO,0,0,0,0,0,0,0,0,0
10131,NG,0,0,0,0,0,0,0,0,0
10132,NG,0,0,0,0,0,0,0,0,0
102A1,WO,0,0,0,0,0,0,0,0,0
102A2,WO,0,0,0,0,0,0,0,0,0
102B1,WO,0,0,0,0,0,0,0,0,0
102B2,WO,0,0,0,0,0,0,0,0,0
102C0,WO,0,0,0,0,0,0,0,0,0
102D0,WO,0,0,0,0,0,0,0,0,0
102E0,WO,0,0,0,0,0,0,0,0,0
102F0,WO,0,0,0,0,0,0,0,0,0
102G0,WO,0,0,0,0,0,0,0,0,0
10231,NG,0,0,0,0,0,0,0,0,0
103A1,WO,0,0,0,0,0,0,0,0,0
103A2,WO,0,0,0,0,0,0,0,0,0
103B1,WO,0,0,0,0,0,0,0,0,0
103B2,WO,0,0,0,0,0,0,0,0,0
103C0,WO,0,0,0,0,0,0,0,0,0
103D1,WO,0,0,0,0,0,0,0,0,0
103D2,WO,0,0,0,0,0,0,0,0,0
103D3,WO,0,0,0,0,0,0,0,0,0
103E1,WO,0,0,0,0,0,0,0,0,0
103E2,WO,0,0,0,0,0,0,0,0,0
103F0,WO,0,0,0,0,0,0,0,0,0
103G1,WO,0,0,0,0,0,0,0,0,0
103G2,WO,0,0,0,0,0,0,0,0,0
103G3,WO,0,0,0,0,0,0,0,0,0
10331,NG,0,0,0,0,0,0,0,0,0
10332,NG,0,0,0,0,0,0,0,0,0
10341,NG,0,0,0,0,0,0,0,0,0
10381,NG,0,0,0,0,0,0,0,0,0
10382,NG,0,0,0,0,0,0,0,0,0
104A0,WO,0,0,0,0,0,0,0,0,0
104B0,WO,0,0,0,0,0,0,0,0,0
104C0,WO,0,0,0,0,0,0,0,0,0
104D0,WO,0,0,0,0,0,0,0,0,0
104E0,WO,0,0,0,0,0,0,0,0,0
104F0,WO,0,0,0,0,0,0,0,0,0
104G0,WO,0,0,0,0,0,0,0,0,0
10431,NG,0,0,0,0,0,0,0,0,0
10432,NG,0,0,0,0,0,0,0,0,0
10441,NG,0,0,0,0,0,0,0,0,0
105A1,WO,0,0,0,0,0,0,0,0,0
105A2,WO,0,0,0,0,0,0,0,0,0
105A3,WO,140,A,W,0,0,0,0,0,0
105B1,WO,0,0,0,0,0,0,0,0,0
105B2,WO,0,0,0,0,0,0,0,0,0
105C1,WO,0,0,0,0,0,0,0,0,0
105C2,WO,160,I,S,S,61,0,0,0,0
105C3,WO,0,0,0,0,0,0,0,0,0
105D0,WO,0,0,0,0,72,0,0,0,0
105E1,WO,0,0,0,0,0,0,0,0,0
105E2,WO,0,0,0,0,0,0,0,0,0
105E3,WO,0,0,0,0,0,0,0,0,0
105F1,WO,0,0,0,0,0,0,0,0,0
105F2,WO,0,0,0,0,0,0,0,0,0
105F3,WO,0,0,0,0,0,0,0,0,0
105G1,WO,0,0,0,0,0,0,0,0,0
105G2,WO,0,0,0,0,0,0,0,0,0
105H0,WO,0,0,0,0,0,0,0,0,0
105I1,WO,0,0,0,0,0,0,0,0,0
105I2,WO,0,0,0,0,0,0,0,0,0
105I3,WO,0,0,0,0,0,0,0,0,0
105J0,WO,0,0,0,0,0,0,0,0,0
105K0,WO,0,0,0,0,0,0,0,0,0
105L0,WO,0,0,0,0,0,0,0,0,0
105M0,WO,0,0,0,0,0,0,0,0,0
10531,NG,0,0,0,0,0,0,0,0,0
10532,NG,0,0,0,0,0,0,0,0,0
10581,NG,0,0,0,0,0,0,0,0,0
106A0,WO,0,0,0,0,0,0,0,0,0
106B0,WO,0,A,O,S,0,0,0,0,0
106C0,WO,0,0,0,0,0,0,0,0,0
106D0,WO,0,I,O,S,0,0,0,0,0
106E0,WO,0,I,O,S,0,0,0,0,0
106F0,WO,0,0,0,0,0,0,0,0,0
106G0,WO,0,0,0,0,0,0,0,0,0
106H0,WO,0,I,S,S,0,0,0,0,0
106I0,WO,0,0,0,0,0,0,0,0,0
106J0,WO,200,A,S,S,0,0,0,0,0
106K0,WO,0,0,0,0,0,0,0,0,0
10681,NG,0,0,0,0,0,0,0,0,0
10682,NG,0,0,0,0,0,0,0,0,0
10683,NG,0,0,0,0,0,0,0,0,0
10684,NG,0,0,0,0,0,0,0,0,0
107A1,WO,160,I,S,S,0,0,0,0,0
107A2,WO,0,0,0,0,0,0,0,0,0
107B1,WO,0,0,0,0,0,0,0,0,0
107B2,WO,0,0,0,0,0,0,0,0,0
107B3,WO,0,0,0,0,0,0,0,0,0
107C1,WO,160,I,S,S,0,0,0,0,0
107C2,WO,0,0,0,0,0,0,0,0,0
107D1,WO,140,I,W,0,0,0,0,0,0
107D2,WO,0,0,0,0,0,0,0,0,0
107D3,WO,0,0,0,0,0,0,0,0,0
107E0,WO,0,0,0,0,0,0,0,0,0
107F0,WO,140,I,W,0,0,0,0,0,0
107G0,WO,0,0,0,0,0,0,0,0,0
107H0,WO,0,0,0,0,0,0,0,0,0
107I1,WO,0,0,0,0,0,0,0,0,0
107I2,WO,0,0,0,0,0,0,0,0,0
107J0,WO,200,A,S,S,0,0,0,0,0
107K1,WO,0,0,0,0,0,0,0,0,0
107K2,WO,0,0,0,0,0,0,0,0,0
10731,NG,0,0,0,0,0,0,0,0,0
10781,NG,0,0,0,0,0,0,0,0,0
10782,NG,0,0,0,0,0,0,0,0,0
10783,NG,0,0,0,0,0,0,0,0,0
108A1,WO,0,0,0,0,0,0,0,0,0
108A2,WO,0,0,0,0,0,0,0,0,0
108A3,WO,0,0,0,0,0,0,0,0,0
108B0,WO,0,0,0,0,0,0,0,0,0
108C1,WO,0,0,0,0,0,0,0,0,0
108C2,WO,0,0,0,0,0,0,0,0,0
108D0,WO,0,0,0,0,0,0,0,0,0
108E0,WO,0,0,0,0,0,0,0,0,0
108F0,WO,0,0,0,0,0,0,0,0,0
108G1,WO,0,0,0,0,0,0,0,0,0
108G2,WO,0,0,0,0,0,0,0,0,0
108H1,WO,0,0,0,0,0,0,0,0,0
108H2,WO,0,0,0,0,0,0,0,0,0
108I0,WO,0,0,0,0,0,0,0,0,0
108J1,WO,0,0,0,0,0,0,0,0,0
108J2,WO,0,0,0,0,0,0,0,0,0
108J3,WO,0,0,0,0,0,0,0,0,0
108J4,WO,0,0,0,0,0,0,0,0,0
108K1,WO,0,0,0,0,0,0,0,0,0
108K2,WO,0,0,0,0,0,0,0,0,0
108K3,WO,0,0,0,0,0,0,0,0,0
